1; 0.013000000000000001
2; 0.0086
3; 0.011000000000000001
4; 0.014199999999999999
5; 0.0176
6; 0.0078
7; 0.010600000000000002
8; 0.012
9; 0.012999999999999998
10; 0.0144
11; 0.0152
12; 0.0162
13; 0.018000000000000002
14; 0.0188
15; 0.02
16; 0.021400000000000002
17; 0.029199999999999997
18; 0.0234
19; 0.0252
20; 0.0258
21; 0.026999999999999996
22; 0.028399999999999998
23; 0.0294
24; 0.0304
25; 0.0316
26; 0.0328
27; 0.0362
28; 0.03660000000000001
29; 0.0364
30; 0.0372
31; 0.038
32; 0.0402
33; 0.040600000000000004
34; 0.0422
35; 0.0466
36; 0.05179999999999999
37; 0.045599999999999995
38; 0.0462
39; 0.047799999999999995
40; 0.049
41; 0.05
42; 0.0516
43; 0.052599999999999994
44; 0.054599999999999996
45; 0.0556
46; 0.0624
47; 0.0576
48; 0.06
49; 0.062
50; 0.078
51; 0.0624
52; 0.063
53; 0.0714
54; 0.0782
55; 0.1288
56; 0.0982
57; 0.07880000000000001
58; 0.07719999999999999
59; 0.0978
60; 0.0902
61; 0.09440000000000001
62; 0.0994
63; 0.11499999999999999
64; 0.0806
65; 0.089
66; 0.0826
67; 0.08320000000000001
68; 0.0796
69; 0.0784
70; 0.0854
71; 0.091
72; 0.10640000000000001
73; 0.14040000000000002
74; 0.0912
75; 0.08919999999999999
76; 0.089
77; 0.08979999999999999
78; 0.098
79; 0.0924
80; 0.0938
81; 0.096
82; 0.0986
83; 0.0972
84; 0.0982
85; 0.0994
86; 0.1004
87; 0.125
88; 0.1042
89; 0.123
90; 0.146
91; 0.1346
92; 0.1204
93; 0.1146
94; 0.1282
95; 0.134
96; 0.13440000000000002
97; 0.1244
98; 0.1272
99; 0.1268
100; 0.1558
